opp_id,action,executed_ts,success,recovered_minor,cost_minor,decided_by
opp_gen_0003042,send_reminder,2026-01-30T04:29:43.320365+00:00,1,101503,300,legacy_ops
opp_gen_0003052,send_reminder,2026-01-30T07:30:15.678345+00:00,1,102313,300,legacy_ops
opp_gen_0003055,send_payment_link,2026-01-30T05:50:34.484182+00:00,0,0,1500,legacy_ops
opp_gen_0003064,send_reminder,2026-01-30T17:34:12.967636+00:00,1,169478,300,legacy_ops
opp_gen_0003069,send_payment_link,2026-01-30T19:07:57.220642+00:00,1,442315,1500,legacy_ops
opp_gen_0003071,send_payment_link,2026-01-30T03:16:01.876083+00:00,1,203277,1500,legacy_ops
opp_gen_0003073,send_payment_link,2026-01-31T20:17:19.001875+00:00,1,581645,1500,legacy_ops
opp_gen_0003083,send_payment_link,2026-01-31T16:27:23.091449+00:00,1,279609,1500,legacy_ops
opp_gen_0003092,send_payment_link,2026-01-31T08:54:20.747001+00:00,1,183163,1500,legacy_ops
opp_gen_0003098,send_reminder,2026-01-31T20:40:12.262287+00:00,1,157817,300,legacy_ops
opp_gen_0003099,send_payment_link,2026-01-31T00:37:59.080958+00:00,0,0,1500,legacy_ops
opp_gen_0003112,send_payment_link,2026-01-31T02:22:04.924267+00:00,0,0,1500,legacy_ops
opp_gen_0003116,prompt_card_change,2026-01-31T06:43:23.727665+00:00,1,1090598,2000,legacy_ops
opp_gen_0003118,send_payment_link,2026-01-31T06:56:28.517092+00:00,0,0,1500,legacy_ops
opp_gen_0003119,send_payment_link,2026-01-31T23:09:42.901772+00:00,1,1078621,1500,legacy_ops
opp_gen_0003121,prompt_card_change,2026-01-31T15:30:02.642633+00:00,1,426551,2000,legacy_ops
opp_gen_0003122,send_payment_link,2026-01-31T04:51:35.080074+00:00,1,59092,1500,legacy_ops
opp_gen_0003124,wait_for_native_retry,2026-01-31T20:31:52.684241+00:00,0,0,0,legacy_ops
opp_gen_0003131,send_reminder,2026-01-31T21:42:59.925844+00:00,1,38053,300,legacy_ops
opp_gen_0003137,send_reminder,2026-01-31T08:14:08.443126+00:00,1,93459,300,legacy_ops
opp_gen_0003147,send_payment_link,2026-01-31T20:04:46.402876+00:00,1,290654,1500,legacy_ops
opp_gen_0003160,send_reminder,2026-01-31T14:06:26.618795+00:00,1,150568,300,legacy_ops
opp_gen_0003169,send_reminder,2026-01-31T03:45:18.261869+00:00,0,0,300,legacy_ops
opp_gen_0003172,send_reminder,2026-01-31T15:17:54.690169+00:00,0,0,300,legacy_ops
opp_gen_0003176,send_payment_link,2026-01-31T19:18:46.330050+00:00,0,0,1500,legacy_ops
opp_gen_0003181,send_payment_link,2026-01-31T02:10:20.513498+00:00,1,1465816,1500,legacy_ops
opp_gen_0003186,send_reminder,2026-01-31T00:13:28.387819+00:00,1,123783,300,legacy_ops
opp_gen_0003189,send_reminder,2026-01-31T19:09:56.562080+00:00,1,38866,300,legacy_ops
opp_gen_0003190,send_payment_link,2026-01-31T17:48:17.000453+00:00,1,1550899,1500,legacy_ops
opp_gen_0003195,send_reminder,2026-01-31T15:08:28.455357+00:00,0,0,300,legacy_ops
opp_gen_0003199,send_payment_link,2026-01-31T22:17:13.051955+00:00,1,119829,1500,legacy_ops
opp_gen_0003210,send_payment_link,2026-01-31T17:39:34.095587+00:00,1,290793,1500,legacy_ops
opp_gen_0003213,send_payment_link,2026-01-31T09:59:35.470260+00:00,1,501395,1500,legacy_ops
opp_gen_0003215,send_payment_link,2026-01-31T17:50:51.758907+00:00,1,2245981,1500,legacy_ops
opp_gen_0003217,send_reminder,2026-01-31T06:26:55.312548+00:00,1,384553,300,legacy_ops
opp_gen_0003223,send_payment_link,2026-01-31T08:07:34.267973+00:00,1,760549,1500,legacy_ops
opp_gen_0003234,send_reminder,2026-01-31T02:51:56.601113+00:00,1,190645,300,legacy_ops
opp_gen_0003236,send_payment_link,2026-01-31T09:48:35.273184+00:00,0,0,1500,legacy_ops
opp_gen_0003245,send_payment_link,2026-01-31T18:04:37.104958+00:00,1,191777,1500,legacy_ops
opp_gen_0003246,send_reminder,2026-01-31T03:00:41.044054+00:00,1,672672,300,legacy_ops
opp_gen_0003250,send_payment_link,2026-01-31T12:50:26.326777+00:00,0,0,1500,legacy_ops
opp_gen_0003252,send_reminder,2026-01-31T05:11:39.743973+00:00,1,433073,300,legacy_ops
opp_gen_0003254,send_payment_link,2026-01-31T06:49:08.921503+00:00,1,649260,1500,legacy_ops
opp_gen_0003257,send_reminder,2026-01-31T12:44:52.346819+00:00,0,0,300,legacy_ops
opp_gen_0003259,send_reminder,2026-01-31T11:06:09.262759+00:00,0,0,300,legacy_ops
opp_gen_0003269,send_payment_link,2026-01-31T01:38:22.383315+00:00,0,0,1500,legacy_ops
opp_gen_0003279,send_payment_link,2026-01-31T02:08:31.457692+00:00,1,881917,1500,legacy_ops
opp_gen_0003281,send_payment_link,2026-01-31T08:54:43.148780+00:00,0,0,1500,legacy_ops
opp_gen_0003283,send_reminder,2026-01-31T09:00:56.429263+00:00,1,69294,300,legacy_ops
opp_gen_0003289,send_reminder,2026-01-31T05:59:26.673653+00:00,0,0,300,legacy_ops
opp_gen_0003295,send_payment_link,2026-01-31T11:45:50.706715+00:00,0,0,1500,legacy_ops
opp_gen_0003296,send_reminder,2026-02-01T03:43:22.190696+00:00,0,0,300,legacy_ops
opp_gen_0003302,send_payment_link,2026-02-01T11:04:06.388981+00:00,0,0,1500,legacy_ops
opp_gen_0003303,send_payment_link,2026-02-01T11:33:38.033641+00:00,1,2566971,1500,legacy_ops
opp_gen_0003310,send_payment_link,2026-02-01T12:19:18.089970+00:00,1,4303537,1500,legacy_ops
opp_gen_0003313,send_reminder,2026-02-01T23:41:47.127041+00:00,1,121631,300,legacy_ops
opp_gen_0003319,send_payment_link,2026-02-01T22:19:40.017342+00:00,0,0,1500,legacy_ops
opp_gen_0003326,send_payment_link,2026-02-01T09:46:03.434296+00:00,1,1292443,1500,legacy_ops
opp_gen_0003335,send_payment_link,2026-02-01T18:36:01.918638+00:00,1,270658,1500,legacy_ops
opp_gen_0003336,send_payment_link,2026-02-01T17:42:50.290435+00:00,1,243483,1500,legacy_ops
opp_gen_0003338,send_reminder,2026-02-01T06:06:46.902094+00:00,0,0,300,legacy_ops
opp_gen_0003350,prompt_card_change,2026-02-01T04:50:54.988948+00:00,1,424149,2000,legacy_ops
opp_gen_0003361,send_payment_link,2026-02-01T14:17:40.825400+00:00,1,63618,1500,legacy_ops
opp_gen_0003362,send_payment_link,2026-02-01T11:42:36.763957+00:00,1,206498,1500,legacy_ops
opp_gen_0003363,send_payment_link,2026-02-01T19:42:33.216232+00:00,1,117914,1500,legacy_ops
opp_gen_0003367,send_payment_link,2026-02-01T21:29:11.254285+00:00,0,0,1500,legacy_ops
opp_gen_0003375,send_payment_link,2026-02-01T18:30:03.611812+00:00,0,0,1500,legacy_ops
opp_gen_0003376,send_payment_link,2026-02-01T10:19:58.585739+00:00,0,0,1500,legacy_ops
opp_gen_0003378,send_payment_link,2026-02-01T01:42:59.755406+00:00,1,3214213,1500,legacy_ops
opp_gen_0003379,send_payment_link,2026-02-01T11:25:48.922016+00:00,1,673291,1500,legacy_ops
opp_gen_0003380,send_payment_link,2026-02-01T01:48:45.083571+00:00,0,0,1500,legacy_ops
opp_gen_0003385,send_payment_link,2026-02-01T21:31:47.049084+00:00,0,0,1500,legacy_ops
opp_gen_0003388,send_payment_link,2026-02-01T12:13:41.052043+00:00,1,963805,1500,legacy_ops
opp_gen_0003394,send_payment_link,2026-02-01T04:49:30.479725+00:00,1,45344,1500,legacy_ops
opp_gen_0003395,send_reminder,2026-02-02T17:54:37.432724+00:00,0,0,300,legacy_ops
opp_gen_0003399,wait_for_native_retry,2026-02-02T08:28:17.284635+00:00,1,190283,0,legacy_ops
opp_gen_0003400,send_payment_link,2026-02-02T02:12:16.109308+00:00,1,140538,1500,legacy_ops
opp_gen_0003409,send_reminder,2026-02-02T20:43:41.279744+00:00,0,0,300,legacy_ops
opp_gen_0003410,send_payment_link,2026-02-02T21:35:41.636466+00:00,0,0,1500,legacy_ops
opp_gen_0003422,send_payment_link,2026-02-02T23:00:53.172897+00:00,0,0,1500,legacy_ops
opp_gen_0003426,send_payment_link,2026-02-02T21:17:25.319340+00:00,0,0,1500,legacy_ops
opp_gen_0003429,send_reminder,2026-02-02T06:52:32.218189+00:00,0,0,300,legacy_ops
opp_gen_0003431,send_payment_link,2026-02-02T17:36:34.659143+00:00,0,0,1500,legacy_ops
opp_gen_0003432,send_reminder,2026-02-02T15:05:56.280393+00:00,1,163846,300,legacy_ops
opp_gen_0003437,send_payment_link,2026-02-02T12:20:25.263962+00:00,0,0,1500,legacy_ops
opp_gen_0003448,send_payment_link,2026-02-02T05:40:04.491415+00:00,1,1985215,1500,legacy_ops
opp_gen_0003451,send_reminder,2026-02-02T16:37:12.260153+00:00,1,278455,300,legacy_ops
opp_gen_0003455,send_reminder,2026-02-02T20:14:38.999894+00:00,1,159459,300,legacy_ops
opp_gen_0003458,send_reminder,2026-02-02T13:22:17.888160+00:00,1,95367,300,legacy_ops
opp_gen_0003459,send_reminder,2026-02-02T04:43:32.917560+00:00,0,0,300,legacy_ops
opp_gen_0003461,send_reminder,2026-02-02T07:07:51.479198+00:00,0,0,300,legacy_ops
opp_gen_0003463,send_reminder,2026-02-02T13:01:31.467232+00:00,1,136110,300,legacy_ops
opp_gen_0003479,send_payment_link,2026-02-02T03:54:40.867200+00:00,1,643930,1500,legacy_ops
opp_gen_0003483,wait_for_native_retry,2026-02-02T03:34:45.398036+00:00,1,4478595,0,legacy_ops
opp_gen_0003485,send_payment_link,2026-02-02T00:19:26.053510+00:00,1,1032304,1500,legacy_ops
opp_gen_0003489,send_payment_link,2026-02-03T08:20:24.716850+00:00,1,629551,1500,legacy_ops
opp_gen_0003492,send_payment_link,2026-02-03T22:29:26.974854+00:00,0,0,1500,legacy_ops
opp_gen_0003493,send_reminder,2026-02-03T18:12:39.335497+00:00,1,197013,300,legacy_ops
opp_gen_0003498,wait_for_native_retry,2026-02-03T19:25:26.206034+00:00,1,1102082,0,legacy_ops
opp_gen_0003502,send_payment_link,2026-02-03T17:59:59.402412+00:00,0,0,1500,legacy_ops
opp_gen_0003506,send_payment_link,2026-02-03T00:45:01.124507+00:00,1,60715,1500,legacy_ops
opp_gen_0003508,send_payment_link,2026-02-03T03:14:23.152643+00:00,0,0,1500,legacy_ops
opp_gen_0003521,send_payment_link,2026-02-03T19:24:17.096254+00:00,1,1082307,1500,legacy_ops
opp_gen_0003527,send_payment_link,2026-02-03T16:56:28.569830+00:00,0,0,1500,legacy_ops
opp_gen_0003528,send_payment_link,2026-02-03T18:08:56.019669+00:00,0,0,1500,legacy_ops
opp_gen_0003531,send_reminder,2026-02-03T20:53:49.373545+00:00,1,108936,300,legacy_ops
opp_gen_0003538,send_payment_link,2026-02-03T13:04:06.952815+00:00,1,290036,1500,legacy_ops
opp_gen_0003540,send_payment_link,2026-02-03T05:44:45.801487+00:00,0,0,1500,legacy_ops
opp_gen_0003548,send_payment_link,2026-02-03T08:36:16.504778+00:00,0,0,1500,legacy_ops
opp_gen_0003549,wait_for_native_retry,2026-02-03T04:41:47.469167+00:00,0,0,0,legacy_ops
opp_gen_0003551,send_payment_link,2026-02-03T17:28:12.386055+00:00,0,0,1500,legacy_ops
opp_gen_0003553,send_payment_link,2026-02-03T03:29:38.352480+00:00,0,0,1500,legacy_ops
opp_gen_0003555,wait_for_native_retry,2026-02-03T00:50:25.705031+00:00,1,62700,0,legacy_ops
opp_gen_0003558,wait_for_native_retry,2026-02-03T18:37:27.675987+00:00,1,255771,0,legacy_ops
opp_gen_0003564,send_reminder,2026-02-03T00:52:00.934916+00:00,1,106120,300,legacy_ops
opp_gen_0003565,send_reminder,2026-02-03T09:42:56.005796+00:00,0,0,300,legacy_ops
opp_gen_0003568,send_payment_link,2026-02-03T01:35:57.450492+00:00,1,615831,1500,legacy_ops
opp_gen_0003571,send_payment_link,2026-02-03T20:12:42.328533+00:00,1,1564275,1500,legacy_ops
opp_gen_0003572,send_payment_link,2026-02-03T05:39:55.380178+00:00,1,417934,1500,legacy_ops
opp_gen_0003573,prompt_card_change,2026-02-03T20:55:09.063648+00:00,0,0,2000,legacy_ops
opp_gen_0003576,send_reminder,2026-02-03T19:58:35.794644+00:00,0,0,300,legacy_ops
opp_gen_0003578,send_payment_link,2026-02-03T12:56:33.553411+00:00,0,0,1500,legacy_ops
opp_gen_0003579,send_payment_link,2026-02-03T09:12:49.573108+00:00,1,908291,1500,legacy_ops
opp_gen_0003580,send_reminder,2026-02-03T11:25:02.232767+00:00,1,108319,300,legacy_ops
opp_gen_0003581,prompt_card_change,2026-02-03T13:22:34.777824+00:00,0,0,2000,legacy_ops
opp_gen_0003583,send_payment_link,2026-02-03T13:39:40.031681+00:00,0,0,1500,legacy_ops
opp_gen_0003595,send_payment_link,2026-02-03T01:05:06.307516+00:00,0,0,1500,legacy_ops
opp_gen_0003596,send_payment_link,2026-02-03T08:16:02.088598+00:00,1,153094,1500,legacy_ops
opp_gen_0003600,send_payment_link,2026-02-04T03:24:01.327519+00:00,1,230914,1500,legacy_ops
opp_gen_0003606,send_payment_link,2026-02-05T00:07:12.661393+00:00,1,99129,1500,legacy_ops
opp_gen_0003616,send_reminder,2026-02-04T13:30:04.437373+00:00,1,170354,300,legacy_ops
opp_gen_0003619,send_payment_link,2026-02-04T22:24:04.122723+00:00,0,0,1500,legacy_ops
opp_gen_0003622,send_payment_link,2026-02-04T02:35:38.648095+00:00,1,193200,1500,legacy_ops
opp_gen_0003633,send_payment_link,2026-02-04T21:53:26.613398+00:00,1,2076620,1500,legacy_ops
opp_gen_0003639,send_payment_link,2026-02-04T11:50:47.758605+00:00,1,898022,1500,legacy_ops
opp_gen_0003643,send_payment_link,2026-02-04T19:37:04.836660+00:00,1,439309,1500,legacy_ops
opp_gen_0003645,send_payment_link,2026-02-04T01:29:24.935883+00:00,1,274985,1500,legacy_ops
opp_gen_0003649,prompt_card_change,2026-02-04T04:48:03.266082+00:00,1,968894,2000,legacy_ops
opp_gen_0003656,send_payment_link,2026-02-04T02:45:34.118705+00:00,1,57981,1500,legacy_ops
opp_gen_0003659,send_payment_link,2026-02-04T09:56:40.414257+00:00,0,0,1500,legacy_ops
opp_gen_0003673,send_payment_link,2026-02-04T05:13:52.857746+00:00,1,222575,1500,legacy_ops
opp_gen_0003675,send_payment_link,2026-02-04T15:31:37.426234+00:00,1,2437650,1500,legacy_ops
opp_gen_0003676,send_reminder,2026-02-04T18:20:36.078748+00:00,0,0,300,legacy_ops
opp_gen_0003694,send_payment_link,2026-02-05T20:44:44.071899+00:00,1,3091600,1500,legacy_ops
opp_gen_0003696,send_payment_link,2026-02-05T06:19:51.906834+00:00,0,0,1500,legacy_ops
opp_gen_0003700,send_payment_link,2026-02-05T09:21:37.526325+00:00,0,0,1500,legacy_ops
opp_gen_0003701,send_payment_link,2026-02-05T21:14:18.150679+00:00,0,0,1500,legacy_ops
opp_gen_0003702,send_payment_link,2026-02-05T13:46:27.827259+00:00,1,975239,1500,legacy_ops
opp_gen_0003703,wait_for_native_retry,2026-02-05T16:35:56.803500+00:00,1,161897,0,legacy_ops
opp_gen_0003712,prompt_card_change,2026-02-05T16:45:37.449898+00:00,0,0,2000,legacy_ops
opp_gen_0003716,send_payment_link,2026-02-05T05:02:38.361354+00:00,1,589848,1500,legacy_ops
opp_gen_0003718,send_payment_link,2026-02-05T11:55:22.624712+00:00,0,0,1500,legacy_ops
opp_gen_0003725,send_payment_link,2026-02-05T00:50:15.437269+00:00,0,0,1500,legacy_ops
opp_gen_0003726,send_payment_link,2026-02-05T04:29:41.205569+00:00,1,1062899,1500,legacy_ops
opp_gen_0003734,send_payment_link,2026-02-05T03:55:28.476890+00:00,1,1147028,1500,legacy_ops
opp_gen_0003742,send_reminder,2026-02-05T14:05:14.270758+00:00,1,178021,300,legacy_ops
opp_gen_0003748,send_payment_link,2026-02-05T02:50:18.817412+00:00,1,925745,1500,legacy_ops
opp_gen_0003750,wait_for_native_retry,2026-02-05T16:28:00.135996+00:00,0,0,0,legacy_ops
opp_gen_0003754,send_reminder,2026-02-05T23:59:17.174310+00:00,1,163715,300,legacy_ops
opp_gen_0003756,send_payment_link,2026-02-05T14:11:52.099496+00:00,0,0,1500,legacy_ops
opp_gen_0003758,send_reminder,2026-02-05T18:29:21.953477+00:00,1,282085,300,legacy_ops
opp_gen_0003761,wait_for_native_retry,2026-02-05T19:42:07.372716+00:00,1,739638,0,legacy_ops
opp_gen_0003766,send_payment_link,2026-02-05T11:42:55.687591+00:00,1,1004370,1500,legacy_ops
opp_gen_0003774,send_payment_link,2026-02-05T01:15:48.485591+00:00,1,882009,1500,legacy_ops
opp_gen_0003783,send_reminder,2026-02-06T03:47:11.967625+00:00,1,196844,300,legacy_ops
opp_gen_0003788,send_payment_link,2026-02-06T17:16:15.146369+00:00,1,227823,1500,legacy_ops
opp_gen_0003795,send_reminder,2026-02-06T16:21:11.887002+00:00,1,272295,300,legacy_ops
opp_gen_0003800,send_reminder,2026-02-06T17:15:56.333438+00:00,0,0,300,legacy_ops
opp_gen_0003807,send_payment_link,2026-02-06T23:34:59.651906+00:00,1,180496,1500,legacy_ops
opp_gen_0003815,send_reminder,2026-02-06T02:16:44.201718+00:00,0,0,300,legacy_ops
opp_gen_0003817,send_payment_link,2026-02-06T08:53:42.553003+00:00,0,0,1500,legacy_ops
opp_gen_0003833,send_reminder,2026-02-06T03:00:08.793536+00:00,1,83761,300,legacy_ops
opp_gen_0003834,send_reminder,2026-02-06T10:18:22.030394+00:00,1,489086,300,legacy_ops
opp_gen_0003838,send_reminder,2026-02-06T18:00:16.181842+00:00,1,181608,300,legacy_ops
opp_gen_0003839,send_reminder,2026-02-06T22:12:57.492258+00:00,1,910371,300,legacy_ops
opp_gen_0003841,send_payment_link,2026-02-06T20:37:04.182351+00:00,1,778219,1500,legacy_ops
opp_gen_0003849,wait_for_native_retry,2026-02-06T09:55:58.987377+00:00,1,816109,0,legacy_ops
opp_gen_0003852,send_payment_link,2026-02-06T22:29:56.878776+00:00,1,850724,1500,legacy_ops
opp_gen_0003857,send_payment_link,2026-02-06T14:51:28.348430+00:00,1,159192,1500,legacy_ops
opp_gen_0003869,send_payment_link,2026-02-07T21:31:03.600657+00:00,1,115978,1500,legacy_ops
opp_gen_0003875,send_reminder,2026-02-07T11:12:21.990453+00:00,0,0,300,legacy_ops
opp_gen_0003878,send_reminder,2026-02-07T05:14:01.892974+00:00,0,0,300,legacy_ops
opp_gen_0003884,send_payment_link,2026-02-07T06:38:26.161679+00:00,1,82239,1500,legacy_ops
opp_gen_0003891,send_payment_link,2026-02-07T06:13:22.703868+00:00,1,570352,1500,legacy_ops
opp_gen_0003896,send_reminder,2026-02-07T20:44:54.223517+00:00,1,107524,300,legacy_ops
opp_gen_0003900,send_payment_link,2026-02-07T06:39:57.574799+00:00,1,491233,1500,legacy_ops
opp_gen_0003907,prompt_card_change,2026-02-07T03:46:20.063490+00:00,0,0,2000,legacy_ops
opp_gen_0003914,send_reminder,2026-02-07T05:18:16.580055+00:00,1,275070,300,legacy_ops
opp_gen_0003915,send_reminder,2026-02-07T09:11:12.560135+00:00,1,164324,300,legacy_ops
opp_gen_0003918,send_payment_link,2026-02-07T19:39:04.765574+00:00,0,0,1500,legacy_ops
opp_gen_0003919,wait_for_native_retry,2026-02-08T00:08:35.501927+00:00,1,135496,0,legacy_ops
opp_gen_0003921,send_payment_link,2026-02-07T02:21:28.252180+00:00,1,449772,1500,legacy_ops
opp_gen_0003924,send_payment_link,2026-02-07T22:11:45.200215+00:00,1,3111573,1500,legacy_ops
opp_gen_0003925,send_payment_link,2026-02-07T20:59:49.022287+00:00,0,0,1500,legacy_ops
opp_gen_0003931,wait_for_native_retry,2026-02-07T03:37:28.608586+00:00,1,245271,0,legacy_ops
opp_gen_0003933,send_payment_link,2026-02-07T14:31:47.172791+00:00,0,0,1500,legacy_ops
opp_gen_0003942,send_payment_link,2026-02-07T00:49:42.988755+00:00,0,0,1500,legacy_ops
opp_gen_0003945,send_payment_link,2026-02-07T00:26:41.616556+00:00,1,824762,1500,legacy_ops
opp_gen_0003948,send_reminder,2026-02-07T01:28:07.023026+00:00,0,0,300,legacy_ops
opp_gen_0003949,send_reminder,2026-02-07T04:50:32.075741+00:00,0,0,300,legacy_ops
opp_gen_0003952,send_payment_link,2026-02-07T22:06:12.641728+00:00,1,402506,1500,legacy_ops
opp_gen_0003953,send_payment_link,2026-02-07T06:24:16.665578+00:00,0,0,1500,legacy_ops
opp_gen_0003954,send_reminder,2026-02-07T08:58:29.925179+00:00,1,36202,300,legacy_ops
opp_gen_0003955,send_reminder,2026-02-07T21:53:11.303644+00:00,0,0,300,legacy_ops
opp_gen_0003959,send_payment_link,2026-02-07T04:42:49.340552+00:00,0,0,1500,legacy_ops
opp_gen_0003971,send_payment_link,2026-02-07T20:54:32.376799+00:00,1,882509,1500,legacy_ops
opp_gen_0003972,send_payment_link,2026-02-07T09:30:21.376479+00:00,0,0,1500,legacy_ops
opp_gen_0003975,wait_for_native_retry,2026-02-08T20:45:46.371735+00:00,0,0,0,legacy_ops
opp_gen_0003982,send_reminder,2026-02-08T08:32:55.263863+00:00,0,0,300,legacy_ops
opp_gen_0003995,send_payment_link,2026-02-08T22:21:43.711453+00:00,0,0,1500,legacy_ops
opp_gen_0004003,send_payment_link,2026-02-08T14:41:40.137879+00:00,1,1675873,1500,legacy_ops
opp_gen_0004005,send_payment_link,2026-02-08T00:47:13.413437+00:00,1,111186,1500,legacy_ops
opp_gen_0004006,send_payment_link,2026-02-08T12:38:18.964681+00:00,0,0,1500,legacy_ops
opp_gen_0004010,send_payment_link,2026-02-08T13:42:11.296732+00:00,1,280761,1500,legacy_ops
opp_gen_0004013,prompt_card_change,2026-02-08T23:08:17.065792+00:00,0,0,2000,legacy_ops
opp_gen_0004016,send_reminder,2026-02-08T18:18:03.146504+00:00,0,0,300,legacy_ops
opp_gen_0004022,send_payment_link,2026-02-08T03:32:28.187403+00:00,1,823786,1500,legacy_ops
opp_gen_0004027,send_payment_link,2026-02-08T16:40:18.214149+00:00,0,0,1500,legacy_ops
opp_gen_0004033,send_payment_link,2026-02-08T17:34:07.534406+00:00,1,203146,1500,legacy_ops
opp_gen_0004039,send_payment_link,2026-02-08T21:59:54.729310+00:00,0,0,1500,legacy_ops
opp_gen_0004043,send_payment_link,2026-02-08T05:33:43.383708+00:00,0,0,1500,legacy_ops
opp_gen_0004045,send_payment_link,2026-02-08T05:27:36.718197+00:00,0,0,1500,legacy_ops
opp_gen_0004047,send_payment_link,2026-02-08T15:49:18.802816+00:00,1,41969,1500,legacy_ops
opp_gen_0004049,send_reminder,2026-02-08T18:35:36.400538+00:00,1,141907,300,legacy_ops
opp_gen_0004069,send_payment_link,2026-02-09T20:26:32.392487+00:00,0,0,1500,legacy_ops
opp_gen_0004073,send_reminder,2026-02-09T00:30:38.377831+00:00,1,109863,300,legacy_ops
opp_gen_0004076,send_payment_link,2026-02-09T12:08:25.341638+00:00,0,0,1500,legacy_ops
opp_gen_0004080,send_payment_link,2026-02-09T20:24:17.336701+00:00,1,82350,1500,legacy_ops
opp_gen_0004088,send_payment_link,2026-02-09T12:52:56.332103+00:00,1,1322662,1500,legacy_ops
opp_gen_0004090,send_payment_link,2026-02-09T05:03:06.330247+00:00,1,41279,1500,legacy_ops
opp_gen_0004097,prompt_card_change,2026-02-09T00:31:23.906738+00:00,1,466268,2000,legacy_ops
opp_gen_0004098,send_payment_link,2026-02-09T01:13:59.701647+00:00,1,1210644,1500,legacy_ops
opp_gen_0004108,send_payment_link,2026-02-09T15:23:18.772824+00:00,1,2680587,1500,legacy_ops
opp_gen_0004110,wait_for_native_retry,2026-02-09T08:18:26.283221+00:00,0,0,0,legacy_ops
opp_gen_0004111,send_payment_link,2026-02-09T17:52:33.985541+00:00,0,0,1500,legacy_ops
opp_gen_0004114,send_payment_link,2026-02-09T10:55:03.004378+00:00,1,159085,1500,legacy_ops
opp_gen_0004115,send_payment_link,2026-02-09T12:16:51.580347+00:00,1,114859,1500,legacy_ops
opp_gen_0004116,send_payment_link,2026-02-09T01:30:42.298256+00:00,1,975052,1500,legacy_ops
opp_gen_0004119,send_reminder,2026-02-09T09:40:56.960530+00:00,1,119200,300,legacy_ops
opp_gen_0004120,send_reminder,2026-02-09T18:06:59.690534+00:00,1,80430,300,legacy_ops
opp_gen_0004123,wait_for_native_retry,2026-02-09T02:04:59.677294+00:00,1,283261,0,legacy_ops
opp_gen_0004125,send_payment_link,2026-02-09T23:51:50.820531+00:00,1,234780,1500,legacy_ops
opp_gen_0004129,send_payment_link,2026-02-09T05:08:07.413982+00:00,1,125285,1500,legacy_ops
opp_gen_0004133,send_payment_link,2026-02-09T07:47:38.825553+00:00,0,0,1500,legacy_ops
opp_gen_0004135,send_payment_link,2026-02-09T01:42:31.916137+00:00,0,0,1500,legacy_ops
opp_gen_0004137,send_reminder,2026-02-09T15:04:39.530971+00:00,1,488207,300,legacy_ops
opp_gen_0004142,send_reminder,2026-02-10T00:06:14.583724+00:00,1,202731,300,legacy_ops
opp_gen_0004149,send_payment_link,2026-02-09T20:28:56.123315+00:00,1,2015256,1500,legacy_ops
opp_gen_0004151,send_payment_link,2026-02-09T13:11:26.053006+00:00,1,4153182,1500,legacy_ops
opp_gen_0004155,send_payment_link,2026-02-09T04:24:59.750117+00:00,0,0,1500,legacy_ops
opp_gen_0004156,send_reminder,2026-02-09T13:32:48.419639+00:00,0,0,300,legacy_ops
opp_gen_0004158,send_reminder,2026-02-09T09:46:34.086563+00:00,0,0,300,legacy_ops
opp_gen_0004174,send_reminder,2026-02-10T14:28:13.914260+00:00,1,227422,300,legacy_ops
opp_gen_0004176,send_payment_link,2026-02-10T21:00:31.732276+00:00,0,0,1500,legacy_ops
opp_gen_0004180,send_payment_link,2026-02-10T15:25:20.759626+00:00,0,0,1500,legacy_ops
opp_gen_0004182,send_payment_link,2026-02-10T08:13:51.666570+00:00,1,1078233,1500,legacy_ops
opp_gen_0004186,send_payment_link,2026-02-10T17:10:19.515910+00:00,1,1434946,1500,legacy_ops
opp_gen_0004188,send_payment_link,2026-02-10T08:08:16.306235+00:00,0,0,1500,legacy_ops
opp_gen_0004191,send_payment_link,2026-02-10T10:35:01.327766+00:00,1,621258,1500,legacy_ops
opp_gen_0004199,send_payment_link,2026-02-10T05:17:05.638787+00:00,1,2333127,1500,legacy_ops
opp_gen_0004200,send_reminder,2026-02-10T10:17:58.203514+00:00,1,57287,300,legacy_ops
opp_gen_0004201,send_reminder,2026-02-10T03:59:55.407343+00:00,0,0,300,legacy_ops
opp_gen_0004202,prompt_card_change,2026-02-10T23:03:35.315423+00:00,0,0,2000,legacy_ops
opp_gen_0004206,send_payment_link,2026-02-10T08:29:55.615736+00:00,1,125252,1500,legacy_ops
opp_gen_0004207,send_payment_link,2026-02-10T03:55:42.489906+00:00,0,0,1500,legacy_ops
opp_gen_0004213,send_reminder,2026-02-11T00:20:28.421135+00:00,0,0,300,legacy_ops
opp_gen_0004216,send_reminder,2026-02-10T00:37:39.498055+00:00,1,91279,300,legacy_ops
opp_gen_0004218,send_reminder,2026-02-10T04:25:59.336854+00:00,0,0,300,legacy_ops
opp_gen_0004219,send_payment_link,2026-02-10T04:53:16.796027+00:00,1,349062,1500,legacy_ops
opp_gen_0004221,send_payment_link,2026-02-10T18:01:02.811906+00:00,1,258233,1500,legacy_ops
opp_gen_0004228,send_reminder,2026-02-10T03:31:33.939926+00:00,0,0,300,legacy_ops
opp_gen_0004229,wait_for_native_retry,2026-02-10T12:03:50.726648+00:00,1,171833,0,legacy_ops
