payment_id,customer_id,merchant_id,ts,amount_minor,method,bank,status,error_reason,error_source,is_subscription
pay_gen_0014523,cust_002725,merch_prime_retail,2026-01-22T06:57:00+00:00,382895,upi,HDFC,captured,,,0
pay_gen_0014524,cust_002997,merch_d2c_fashion,2026-01-22T13:34:00+00:00,43153,card,HDFC,captured,,,0
pay_gen_0014525,cust_001977,merch_prime_retail,2026-01-22T02:11:00+00:00,145124,card,HDFC,captured,,,0
pay_gen_0014526,cust_000614,merch_saas_subscriptions,2026-01-22T02:37:00+00:00,508873,upi,HDFC,captured,,,0
pay_gen_0014527,cust_006904,merch_prime_retail,2026-01-22T08:41:00+00:00,117993,upi,SBI,captured,,,0
pay_gen_0014528,cust_004327,merch_saas_subscriptions,2026-01-22T03:31:00+00:00,2092901,upi,AXIS,captured,,,0
pay_gen_0014529,cust_006483,merch_prime_retail,2026-01-22T12:13:00+00:00,152166,upi,AXIS,captured,,,0
pay_gen_0014530,cust_005943,merch_d2c_fashion,2026-01-22T05:59:00+00:00,197267,wallet,amazonpay,captured,,,0
pay_gen_0014531,cust_002520,merch_d2c_fashion,2026-01-22T08:33:00+00:00,233785,card,AXIS,captured,,,1
pay_gen_0014532,cust_005276,merch_prime_retail,2026-01-22T11:50:00+00:00,169166,card,ICICI,captured,,,0
pay_gen_0014533,cust_004605,merch_prime_retail,2026-01-22T04:28:00+00:00,236656,upi,AXIS,captured,,,0
pay_gen_0014534,cust_004321,merch_prime_retail,2026-01-22T13:00:00+00:00,271175,upi,SBI,captured,,,0
pay_gen_0014535,cust_005579,merch_d2c_fashion,2026-01-22T21:36:00+00:00,53035,card,AXIS,captured,,,0
pay_gen_0014536,cust_007310,merch_d2c_fashion,2026-01-22T03:02:00+00:00,104403,upi,AXIS,failed,invalid_vpa,gateway,0
pay_gen_0014537,cust_001463,merch_d2c_fashion,2026-01-22T14:17:00+00:00,48361,upi,AXIS,captured,,,0
pay_gen_0014538,cust_003849,merch_prime_retail,2026-01-22T11:56:00+00:00,247896,upi,KOTAK,captured,,,0
pay_gen_0014539,cust_004331,merch_prime_retail,2026-01-22T20:30:00+00:00,276297,upi,HDFC,captured,,,0
pay_gen_0014540,cust_006030,merch_prime_retail,2026-01-22T00:20:00+00:00,741446,upi,AXIS,failed,network_error,network,0
pay_gen_0014541,cust_006807,merch_prime_retail,2026-01-22T03:26:00+00:00,61076,upi,HDFC,captured,,,0
pay_gen_0014542,cust_002734,merch_saas_subscriptions,2026-01-22T08:49:00+00:00,187676,card,KOTAK,captured,,,0
pay_gen_0014543,cust_001824,merch_d2c_fashion,2026-01-22T04:19:00+00:00,107100,upi,HDFC,captured,,,0
pay_gen_0014544,cust_006282,merch_prime_retail,2026-01-22T04:34:00+00:00,2155931,upi,ICICI,captured,,,1
pay_gen_0014545,cust_002231,merch_d2c_fashion,2026-01-22T02:04:00+00:00,129676,card,ICICI,captured,,,0
pay_gen_0014546,cust_006076,merch_saas_subscriptions,2026-01-22T01:33:00+00:00,123705,card,HDFC,captured,,,0
pay_gen_0014547,cust_004008,merch_prime_retail,2026-01-22T05:39:00+00:00,69097,upi,SBI,captured,,,1
pay_gen_0014548,cust_006468,merch_prime_retail,2026-01-22T10:27:00+00:00,168021,upi,KOTAK,captured,,,0
pay_gen_0014549,cust_006262,merch_d2c_fashion,2026-01-22T23:17:00+00:00,453440,card,KOTAK,failed,card_expired,gateway,0
pay_gen_0014550,cust_003111,merch_prime_retail,2026-01-22T00:16:00+00:00,1059214,upi,ICICI,failed,card_insufficient_funds,gateway,0
pay_gen_0014551,cust_004725,merch_d2c_fashion,2026-01-22T11:25:00+00:00,273499,upi,ICICI,captured,,,0
pay_gen_0014552,cust_004590,merch_saas_subscriptions,2026-01-22T23:00:00+00:00,391835,netbanking,AXIS,captured,,,0
pay_gen_0014553,cust_001044,merch_d2c_fashion,2026-01-22T05:35:00+00:00,464120,card,ICICI,captured,,,0
pay_gen_0014554,cust_000407,merch_prime_retail,2026-01-22T04:53:00+00:00,550022,netbanking,HDFC,failed,card_insufficient_funds,bank,0
pay_gen_0014555,cust_002681,merch_prime_retail,2026-01-22T13:14:00+00:00,109639,card,ICICI,captured,,,0
pay_gen_0014556,cust_005132,merch_prime_retail,2026-01-22T01:10:00+00:00,283710,netbanking,ICICI,captured,,,0
pay_gen_0014557,cust_001983,merch_prime_retail,2026-01-22T11:26:00+00:00,206380,upi,ICICI,captured,,,0
pay_gen_0014558,cust_004837,merch_saas_subscriptions,2026-01-22T13:48:00+00:00,74265,card,SBI,captured,,,0
pay_gen_0014559,cust_004518,merch_prime_retail,2026-01-22T17:57:00+00:00,210763,upi,HDFC,failed,timeout,network,0
pay_gen_0014560,cust_000618,merch_prime_retail,2026-01-22T06:45:00+00:00,47484,card,HDFC,captured,,,0
pay_gen_0014561,cust_001780,merch_d2c_fashion,2026-01-22T01:27:00+00:00,1705918,upi,ICICI,captured,,,0
pay_gen_0014562,cust_002865,merch_saas_subscriptions,2026-01-22T01:51:00+00:00,1086330,upi,SBI,failed,invalid_card,network,0
pay_gen_0014563,cust_003980,merch_saas_subscriptions,2026-01-22T03:54:00+00:00,165883,card,AXIS,captured,,,0
pay_gen_0014564,cust_000421,merch_saas_subscriptions,2026-01-22T23:44:00+00:00,97722,upi,SBI,captured,,,0
pay_gen_0014565,cust_000127,merch_saas_subscriptions,2026-01-22T21:50:00+00:00,48945,upi,HDFC,captured,,,0
pay_gen_0014566,cust_002910,merch_d2c_fashion,2026-01-22T05:05:00+00:00,313060,netbanking,SBI,captured,,,0
pay_gen_0014567,cust_000517,merch_d2c_fashion,2026-01-22T13:35:00+00:00,180436,upi,KOTAK,captured,,,0
pay_gen_0014568,cust_005750,merch_prime_retail,2026-01-22T09:10:00+00:00,517187,wallet,amazonpay,captured,,,0
pay_gen_0014569,cust_005645,merch_prime_retail,2026-01-22T02:48:00+00:00,96877,upi,HDFC,captured,,,0
pay_gen_0014570,cust_006450,merch_d2c_fashion,2026-01-22T01:58:00+00:00,1512639,card,SBI,failed,user_authentication_failed,bank,0
pay_gen_0014571,cust_001553,merch_prime_retail,2026-01-22T09:17:00+00:00,543754,netbanking,AXIS,captured,,,0
pay_gen_0014572,cust_004881,merch_prime_retail,2026-01-22T21:07:00+00:00,656127,upi,AXIS,captured,,,0
pay_gen_0014573,cust_006972,merch_prime_retail,2026-01-22T07:55:00+00:00,2921525,upi,KOTAK,captured,,,0
pay_gen_0014574,cust_001379,merch_d2c_fashion,2026-01-22T08:41:00+00:00,3440358,wallet,PPI,captured,,,0
pay_gen_0014575,cust_003736,merch_saas_subscriptions,2026-01-22T02:22:00+00:00,88837,card,HDFC,captured,,,1
pay_gen_0014576,cust_005624,merch_d2c_fashion,2026-01-22T16:52:00+00:00,195072,card,AXIS,failed,timeout,bank,0
pay_gen_0014577,cust_001059,merch_prime_retail,2026-01-22T06:28:00+00:00,65952,upi,KOTAK,captured,,,0
pay_gen_0014578,cust_006976,merch_prime_retail,2026-01-22T05:23:00+00:00,75637,card,HDFC,captured,,,0
pay_gen_0014579,cust_007814,merch_prime_retail,2026-01-22T14:54:00+00:00,224484,wallet,PPI,captured,,,0
pay_gen_0014580,cust_004608,merch_d2c_fashion,2026-01-22T04:50:00+00:00,51254,card,HDFC,captured,,,0
pay_gen_0014581,cust_000610,merch_saas_subscriptions,2026-01-22T06:38:00+00:00,362255,card,HDFC,captured,,,0
pay_gen_0014582,cust_004118,merch_d2c_fashion,2026-01-22T15:49:00+00:00,1379793,upi,HDFC,captured,,,0
pay_gen_0014583,cust_004986,merch_d2c_fashion,2026-01-22T22:59:00+00:00,274662,upi,HDFC,captured,,,0
pay_gen_0014584,cust_005439,merch_prime_retail,2026-01-22T22:06:00+00:00,2733128,upi,HDFC,captured,,,0
pay_gen_0014585,cust_006041,merch_d2c_fashion,2026-01-22T11:45:00+00:00,172459,upi,SBI,failed,card_insufficient_funds,network,0
pay_gen_0014586,cust_002682,merch_saas_subscriptions,2026-01-22T21:38:00+00:00,49554,upi,SBI,captured,,,0
pay_gen_0014587,cust_004612,merch_saas_subscriptions,2026-01-22T12:02:00+00:00,191918,card,KOTAK,captured,,,0
pay_gen_0014588,cust_007708,merch_prime_retail,2026-01-22T23:02:00+00:00,77927,upi,AXIS,failed,user_authentication_failed,network,0
pay_gen_0014589,cust_004882,merch_prime_retail,2026-01-22T11:18:00+00:00,159541,upi,SBI,captured,,,0
pay_gen_0014590,cust_001580,merch_d2c_fashion,2026-01-22T12:19:00+00:00,63129,upi,HDFC,captured,,,0
pay_gen_0014591,cust_007601,merch_saas_subscriptions,2026-01-22T04:37:00+00:00,64607,card,SBI,captured,,,0
pay_gen_0014592,cust_000446,merch_d2c_fashion,2026-01-22T12:18:00+00:00,124483,card,HDFC,captured,,,0
pay_gen_0014593,cust_003633,merch_prime_retail,2026-01-22T16:49:00+00:00,138122,netbanking,AXIS,captured,,,0
pay_gen_0014594,cust_005081,merch_saas_subscriptions,2026-01-22T05:16:00+00:00,740626,wallet,amazonpay,captured,,,0
pay_gen_0014595,cust_004514,merch_prime_retail,2026-01-22T19:26:00+00:00,79211,upi,HDFC,captured,,,1
pay_gen_0014596,cust_006365,merch_saas_subscriptions,2026-01-22T07:23:00+00:00,42214,netbanking,SBI,captured,,,0
pay_gen_0014597,cust_000321,merch_saas_subscriptions,2026-01-22T17:01:00+00:00,348058,card,SBI,captured,,,0
pay_gen_0014598,cust_003064,merch_d2c_fashion,2026-01-22T11:39:00+00:00,3950702,card,ICICI,captured,,,0
pay_gen_0014599,cust_005168,merch_prime_retail,2026-01-22T20:33:00+00:00,69521,upi,HDFC,captured,,,0
pay_gen_0014600,cust_001312,merch_prime_retail,2026-01-22T17:23:00+00:00,209420,upi,KOTAK,failed,card_expired,network,0
pay_gen_0014601,cust_002574,merch_prime_retail,2026-01-22T04:34:00+00:00,104322,upi,KOTAK,failed,card_expired,network,0
pay_gen_0014602,cust_002963,merch_prime_retail,2026-01-22T19:15:00+00:00,219172,netbanking,HDFC,captured,,,0
pay_gen_0014603,cust_001535,merch_prime_retail,2026-01-22T21:18:00+00:00,76531,netbanking,HDFC,captured,,,0
pay_gen_0014604,cust_006322,merch_d2c_fashion,2026-01-22T04:45:00+00:00,136167,netbanking,AXIS,failed,authentication_required,gateway,0
pay_gen_0014605,cust_001925,merch_prime_retail,2026-01-22T17:16:00+00:00,157713,netbanking,SBI,captured,,,0
pay_gen_0014606,cust_003001,merch_d2c_fashion,2026-01-22T08:07:00+00:00,1240746,netbanking,HDFC,captured,,,1
pay_gen_0014607,cust_005116,merch_saas_subscriptions,2026-01-22T19:51:00+00:00,259890,card,ICICI,captured,,,0
pay_gen_0014608,cust_006862,merch_prime_retail,2026-01-22T23:18:00+00:00,120084,upi,KOTAK,captured,,,0
pay_gen_0014609,cust_003911,merch_prime_retail,2026-01-22T09:51:00+00:00,433568,upi,ICICI,captured,,,0
pay_gen_0014610,cust_001441,merch_prime_retail,2026-01-22T05:32:00+00:00,201742,upi,ICICI,captured,,,0
pay_gen_0014611,cust_000216,merch_d2c_fashion,2026-01-22T20:12:00+00:00,124201,wallet,freecharge,captured,,,0
pay_gen_0014612,cust_002870,merch_saas_subscriptions,2026-01-22T08:42:00+00:00,51749,card,ICICI,captured,,,0
pay_gen_0014613,cust_001081,merch_prime_retail,2026-01-22T00:39:00+00:00,38686,card,SBI,captured,,,0
pay_gen_0014614,cust_003583,merch_saas_subscriptions,2026-01-22T14:35:00+00:00,208030,card,AXIS,captured,,,0
pay_gen_0014615,cust_005335,merch_d2c_fashion,2026-01-22T11:01:00+00:00,35340,upi,AXIS,captured,,,0
pay_gen_0014616,cust_004724,merch_d2c_fashion,2026-01-22T00:34:00+00:00,41091,card,KOTAK,failed,gateway_error,gateway,0
pay_gen_0014617,cust_005955,merch_prime_retail,2026-01-22T09:22:00+00:00,88771,upi,SBI,captured,,,0
pay_gen_0014618,cust_000387,merch_prime_retail,2026-01-22T09:54:00+00:00,1916359,upi,HDFC,captured,,,0
pay_gen_0014619,cust_003064,merch_d2c_fashion,2026-01-22T17:46:00+00:00,2599833,upi,SBI,captured,,,0
pay_gen_0014620,cust_003008,merch_d2c_fashion,2026-01-22T10:36:00+00:00,50411,card,ICICI,captured,,,0
pay_gen_0014621,cust_005258,merch_d2c_fashion,2026-01-22T07:12:00+00:00,527940,netbanking,AXIS,captured,,,0
pay_gen_0014622,cust_000018,merch_saas_subscriptions,2026-01-22T22:37:00+00:00,2024325,netbanking,ICICI,failed,gateway_error,bank,0
pay_gen_0014623,cust_004587,merch_d2c_fashion,2026-01-22T18:20:00+00:00,2882379,card,HDFC,failed,authentication_required,network,0
pay_gen_0014624,cust_003092,merch_d2c_fashion,2026-01-22T00:14:00+00:00,72131,wallet,freecharge,captured,,,0
pay_gen_0014625,cust_000808,merch_prime_retail,2026-01-22T00:22:00+00:00,35427,card,SBI,captured,,,0
pay_gen_0014626,cust_000773,merch_prime_retail,2026-01-22T04:53:00+00:00,861655,netbanking,SBI,captured,,,0
pay_gen_0014627,cust_001639,merch_prime_retail,2026-01-22T09:27:00+00:00,125913,upi,HDFC,captured,,,0
pay_gen_0014628,cust_006532,merch_prime_retail,2026-01-22T07:16:00+00:00,858092,card,SBI,captured,,,0
pay_gen_0014629,cust_006514,merch_prime_retail,2026-01-22T18:32:00+00:00,312947,upi,KOTAK,captured,,,0
pay_gen_0014630,cust_007993,merch_prime_retail,2026-01-22T09:18:00+00:00,103064,upi,SBI,captured,,,0
pay_gen_0014631,cust_002329,merch_prime_retail,2026-01-22T05:05:00+00:00,221788,wallet,freecharge,captured,,,0
pay_gen_0014632,cust_001292,merch_saas_subscriptions,2026-01-22T09:53:00+00:00,608998,card,SBI,captured,,,0
pay_gen_0014633,cust_001940,merch_prime_retail,2026-01-22T12:32:00+00:00,41670,netbanking,HDFC,captured,,,0
pay_gen_0014634,cust_004539,merch_prime_retail,2026-01-22T02:52:00+00:00,235456,upi,HDFC,captured,,,0
pay_gen_0014635,cust_007918,merch_prime_retail,2026-01-22T06:25:00+00:00,3295797,wallet,amazonpay,captured,,,0
pay_gen_0014636,cust_005196,merch_prime_retail,2026-01-22T04:23:00+00:00,979554,upi,SBI,failed,user_authentication_failed,bank,0
pay_gen_0014637,cust_007734,merch_d2c_fashion,2026-01-22T09:26:00+00:00,751602,card,AXIS,captured,,,0
pay_gen_0014638,cust_005098,merch_d2c_fashion,2026-01-22T05:40:00+00:00,160864,upi,ICICI,failed,invalid_card,gateway,0
pay_gen_0014639,cust_007434,merch_d2c_fashion,2026-01-22T20:42:00+00:00,110082,upi,HDFC,captured,,,0
pay_gen_0014640,cust_004661,merch_d2c_fashion,2026-01-22T16:35:00+00:00,323007,upi,HDFC,captured,,,0
pay_gen_0014641,cust_000716,merch_d2c_fashion,2026-01-22T04:34:00+00:00,651599,card,HDFC,captured,,,0
pay_gen_0014642,cust_007547,merch_prime_retail,2026-01-22T17:28:00+00:00,47621,upi,AXIS,captured,,,0
pay_gen_0014643,cust_003075,merch_saas_subscriptions,2026-01-22T15:44:00+00:00,1230041,card,HDFC,captured,,,0
pay_gen_0014644,cust_002498,merch_prime_retail,2026-01-22T02:37:00+00:00,44390,upi,KOTAK,captured,,,1
pay_gen_0014645,cust_006683,merch_prime_retail,2026-01-22T14:30:00+00:00,131823,upi,AXIS,captured,,,0
pay_gen_0014646,cust_003452,merch_prime_retail,2026-01-22T15:58:00+00:00,66959,card,HDFC,captured,,,0
pay_gen_0014647,cust_003883,merch_prime_retail,2026-01-22T13:45:00+00:00,61666,upi,AXIS,captured,,,0
pay_gen_0014648,cust_001455,merch_prime_retail,2026-01-22T05:40:00+00:00,1297278,card,KOTAK,captured,,,0
pay_gen_0014649,cust_002864,merch_prime_retail,2026-01-22T12:03:00+00:00,105694,card,SBI,captured,,,1
pay_gen_0014650,cust_003330,merch_d2c_fashion,2026-01-22T01:31:00+00:00,1806142,upi,ICICI,captured,,,1
pay_gen_0014651,cust_006343,merch_prime_retail,2026-01-22T12:21:00+00:00,474198,netbanking,HDFC,captured,,,0
pay_gen_0014652,cust_007886,merch_saas_subscriptions,2026-01-22T09:16:00+00:00,139649,netbanking,HDFC,captured,,,0
pay_gen_0014653,cust_007811,merch_prime_retail,2026-01-22T04:14:00+00:00,1406998,upi,SBI,captured,,,0
pay_gen_0014654,cust_005241,merch_prime_retail,2026-01-22T21:28:00+00:00,487600,upi,HDFC,captured,,,0
pay_gen_0014655,cust_007274,merch_prime_retail,2026-01-22T06:53:00+00:00,196467,wallet,PPI,captured,,,0
pay_gen_0014656,cust_007386,merch_saas_subscriptions,2026-01-22T14:10:00+00:00,52744,netbanking,AXIS,failed,card_insufficient_funds,network,0
pay_gen_0014657,cust_001760,merch_prime_retail,2026-01-22T23:41:00+00:00,70010,upi,ICICI,captured,,,0
pay_gen_0014658,cust_001194,merch_saas_subscriptions,2026-01-22T09:04:00+00:00,286777,upi,SBI,captured,,,0
pay_gen_0014659,cust_004718,merch_saas_subscriptions,2026-01-22T23:35:00+00:00,902804,upi,ICICI,captured,,,0
pay_gen_0014660,cust_004152,merch_d2c_fashion,2026-01-22T10:24:00+00:00,3440002,upi,AXIS,captured,,,0
pay_gen_0014661,cust_006301,merch_prime_retail,2026-01-22T18:10:00+00:00,1035792,upi,ICICI,captured,,,0
pay_gen_0014662,cust_006176,merch_saas_subscriptions,2026-01-22T12:00:00+00:00,210605,card,KOTAK,failed,insufficient_funds,network,0
pay_gen_0014663,cust_001322,merch_saas_subscriptions,2026-01-22T05:37:00+00:00,483728,netbanking,ICICI,captured,,,0
pay_gen_0014664,cust_002523,merch_saas_subscriptions,2026-01-22T12:18:00+00:00,75194,upi,KOTAK,failed,insufficient_funds,bank,0
pay_gen_0014665,cust_005586,merch_prime_retail,2026-01-22T11:32:00+00:00,337249,upi,SBI,failed,timeout,gateway,0
pay_gen_0014666,cust_005128,merch_saas_subscriptions,2026-01-22T19:41:00+00:00,3227817,card,KOTAK,captured,,,0
pay_gen_0014667,cust_003797,merch_saas_subscriptions,2026-01-22T19:55:00+00:00,1117406,upi,KOTAK,captured,,,0
pay_gen_0014668,cust_007569,merch_prime_retail,2026-01-23T09:10:00+00:00,125138,upi,KOTAK,captured,,,0
pay_gen_0014669,cust_007204,merch_prime_retail,2026-01-23T02:05:00+00:00,309271,upi,KOTAK,captured,,,0
pay_gen_0014670,cust_004051,merch_d2c_fashion,2026-01-23T16:05:00+00:00,196387,upi,ICICI,failed,network_error,bank,0
pay_gen_0014671,cust_005976,merch_prime_retail,2026-01-23T17:36:00+00:00,226323,upi,HDFC,captured,,,0
pay_gen_0014672,cust_000726,merch_prime_retail,2026-01-23T02:25:00+00:00,206189,upi,HDFC,captured,,,0
pay_gen_0014673,cust_000308,merch_prime_retail,2026-01-23T08:03:00+00:00,99278,upi,AXIS,captured,,,0
pay_gen_0014674,cust_001181,merch_d2c_fashion,2026-01-23T00:43:00+00:00,2041712,card,SBI,captured,,,0
pay_gen_0014675,cust_002904,merch_saas_subscriptions,2026-01-23T21:59:00+00:00,96063,card,HDFC,captured,,,0
pay_gen_0014676,cust_000487,merch_prime_retail,2026-01-23T17:34:00+00:00,1687634,upi,ICICI,failed,gateway_error,bank,0
pay_gen_0014677,cust_004872,merch_saas_subscriptions,2026-01-23T00:41:00+00:00,498915,card,SBI,captured,,,0
pay_gen_0014678,cust_002748,merch_d2c_fashion,2026-01-23T03:51:00+00:00,53862,netbanking,SBI,captured,,,0
pay_gen_0014679,cust_001704,merch_prime_retail,2026-01-23T14:31:00+00:00,206719,upi,SBI,captured,,,0
pay_gen_0014680,cust_005922,merch_d2c_fashion,2026-01-23T17:02:00+00:00,119756,upi,HDFC,failed,card_insufficient_funds,gateway,0
pay_gen_0014681,cust_005890,merch_prime_retail,2026-01-23T21:05:00+00:00,96492,card,KOTAK,captured,,,0
pay_gen_0014682,cust_007140,merch_d2c_fashion,2026-01-23T16:30:00+00:00,1713190,upi,ICICI,captured,,,0
pay_gen_0014683,cust_005027,merch_d2c_fashion,2026-01-23T12:21:00+00:00,816002,card,HDFC,captured,,,0
pay_gen_0014684,cust_006839,merch_prime_retail,2026-01-23T09:42:00+00:00,2155602,card,SBI,captured,,,0
pay_gen_0014685,cust_004771,merch_d2c_fashion,2026-01-23T19:36:00+00:00,47799,wallet,freecharge,captured,,,0
pay_gen_0014686,cust_003549,merch_prime_retail,2026-01-23T17:49:00+00:00,224838,netbanking,ICICI,captured,,,0
pay_gen_0014687,cust_000583,merch_prime_retail,2026-01-23T23:15:00+00:00,36130,card,AXIS,captured,,,0
pay_gen_0014688,cust_000854,merch_saas_subscriptions,2026-01-23T05:50:00+00:00,678534,upi,KOTAK,captured,,,0
pay_gen_0014689,cust_002675,merch_saas_subscriptions,2026-01-23T14:37:00+00:00,91830,upi,SBI,captured,,,1
pay_gen_0014690,cust_004711,merch_prime_retail,2026-01-23T20:47:00+00:00,434806,upi,ICICI,captured,,,0
pay_gen_0014691,cust_007193,merch_prime_retail,2026-01-23T00:00:00+00:00,246665,netbanking,HDFC,captured,,,0
pay_gen_0014692,cust_001872,merch_saas_subscriptions,2026-01-23T05:22:00+00:00,140589,card,SBI,captured,,,0
pay_gen_0014693,cust_005892,merch_prime_retail,2026-01-23T19:21:00+00:00,52942,netbanking,HDFC,captured,,,0
pay_gen_0014694,cust_000898,merch_prime_retail,2026-01-23T09:37:00+00:00,60856,card,ICICI,captured,,,0
pay_gen_0014695,cust_007608,merch_saas_subscriptions,2026-01-23T04:04:00+00:00,73190,card,HDFC,captured,,,0
pay_gen_0014696,cust_004589,merch_prime_retail,2026-01-23T12:02:00+00:00,64657,netbanking,AXIS,captured,,,0
pay_gen_0014697,cust_006807,merch_prime_retail,2026-01-23T15:55:00+00:00,252262,upi,SBI,captured,,,0
pay_gen_0014698,cust_004256,merch_prime_retail,2026-01-23T20:56:00+00:00,716983,card,KOTAK,captured,,,0
pay_gen_0014699,cust_004319,merch_d2c_fashion,2026-01-23T15:21:00+00:00,35539,upi,AXIS,captured,,,0
pay_gen_0014700,cust_006566,merch_saas_subscriptions,2026-01-23T10:00:00+00:00,157794,card,SBI,captured,,,0
pay_gen_0014701,cust_001093,merch_d2c_fashion,2026-01-23T22:25:00+00:00,1456716,card,ICICI,captured,,,0
pay_gen_0014702,cust_002783,merch_prime_retail,2026-01-23T04:18:00+00:00,70676,upi,SBI,failed,invalid_vpa,bank,0
pay_gen_0014703,cust_003046,merch_prime_retail,2026-01-23T13:04:00+00:00,48129,netbanking,HDFC,captured,,,0
pay_gen_0014704,cust_006713,merch_prime_retail,2026-01-23T17:54:00+00:00,1661991,upi,AXIS,captured,,,0
pay_gen_0014705,cust_005424,merch_d2c_fashion,2026-01-23T16:25:00+00:00,189095,card,ICICI,captured,,,0
pay_gen_0014706,cust_000793,merch_d2c_fashion,2026-01-23T15:20:00+00:00,179541,upi,KOTAK,captured,,,0
pay_gen_0014707,cust_007924,merch_saas_subscriptions,2026-01-23T10:26:00+00:00,191854,netbanking,AXIS,failed,processing_error,bank,0
pay_gen_0014708,cust_000019,merch_prime_retail,2026-01-23T07:30:00+00:00,40773,upi,ICICI,captured,,,0
pay_gen_0014709,cust_005246,merch_saas_subscriptions,2026-01-23T16:43:00+00:00,95752,card,KOTAK,captured,,,0
pay_gen_0014710,cust_003790,merch_saas_subscriptions,2026-01-23T12:02:00+00:00,562749,wallet,PPI,captured,,,0
pay_gen_0014711,cust_004526,merch_prime_retail,2026-01-23T21:09:00+00:00,221307,upi,ICICI,captured,,,0
pay_gen_0014712,cust_006863,merch_prime_retail,2026-01-23T00:11:00+00:00,106973,upi,ICICI,captured,,,0
pay_gen_0014713,cust_001990,merch_prime_retail,2026-01-23T04:00:00+00:00,3729679,upi,AXIS,captured,,,0
pay_gen_0014714,cust_002052,merch_saas_subscriptions,2026-01-23T12:01:00+00:00,256748,card,AXIS,captured,,,0
pay_gen_0014715,cust_003206,merch_d2c_fashion,2026-01-23T21:49:00+00:00,56901,wallet,freecharge,captured,,,0
pay_gen_0014716,cust_005000,merch_saas_subscriptions,2026-01-23T09:36:00+00:00,36588,upi,AXIS,captured,,,0
pay_gen_0014717,cust_000200,merch_saas_subscriptions,2026-01-23T04:22:00+00:00,1131892,upi,HDFC,captured,,,0
pay_gen_0014718,cust_000839,merch_saas_subscriptions,2026-01-23T03:26:00+00:00,676076,card,KOTAK,captured,,,0
pay_gen_0014719,cust_000741,merch_prime_retail,2026-01-23T16:39:00+00:00,294757,wallet,PPI,captured,,,0
pay_gen_0014720,cust_000116,merch_saas_subscriptions,2026-01-23T22:05:00+00:00,3182743,card,SBI,captured,,,0
pay_gen_0014721,cust_002784,merch_saas_subscriptions,2026-01-23T14:19:00+00:00,181152,card,AXIS,captured,,,0
pay_gen_0014722,cust_006858,merch_saas_subscriptions,2026-01-23T20:10:00+00:00,63200,card,KOTAK,captured,,,0
pay_gen_0014723,cust_007751,merch_d2c_fashion,2026-01-23T16:25:00+00:00,105267,upi,HDFC,failed,gateway_error,gateway,0
pay_gen_0014724,cust_003008,merch_d2c_fashion,2026-01-23T13:08:00+00:00,197204,card,ICICI,captured,,,0
pay_gen_0014725,cust_001576,merch_d2c_fashion,2026-01-23T12:31:00+00:00,99169,card,SBI,failed,gateway_error,gateway,0
pay_gen_0014726,cust_004196,merch_d2c_fashion,2026-01-23T15:01:00+00:00,712092,wallet,amazonpay,captured,,,0
pay_gen_0014727,cust_002588,merch_saas_subscriptions,2026-01-23T17:02:00+00:00,100362,card,SBI,failed,card_insufficient_funds,gateway,0
pay_gen_0014728,cust_002638,merch_d2c_fashion,2026-01-23T19:36:00+00:00,127884,upi,ICICI,failed,gateway_error,bank,0
pay_gen_0014729,cust_003874,merch_prime_retail,2026-01-23T22:30:00+00:00,1904263,netbanking,AXIS,failed,timeout,network,0
pay_gen_0014730,cust_007441,merch_d2c_fashion,2026-01-23T15:08:00+00:00,299543,upi,AXIS,captured,,,0
pay_gen_0014731,cust_001582,merch_saas_subscriptions,2026-01-23T17:30:00+00:00,291425,card,HDFC,captured,,,0
pay_gen_0014732,cust_005388,merch_d2c_fashion,2026-01-23T13:03:00+00:00,569455,card,HDFC,captured,,,0
pay_gen_0014733,cust_007339,merch_prime_retail,2026-01-23T11:00:00+00:00,526043,upi,ICICI,captured,,,0
pay_gen_0014734,cust_005039,merch_d2c_fashion,2026-01-23T02:29:00+00:00,1158848,card,SBI,captured,,,1
pay_gen_0014735,cust_005339,merch_prime_retail,2026-01-23T13:35:00+00:00,278090,card,AXIS,captured,,,0
pay_gen_0014736,cust_001983,merch_prime_retail,2026-01-23T06:00:00+00:00,351244,upi,HDFC,captured,,,0
pay_gen_0014737,cust_004128,merch_d2c_fashion,2026-01-23T02:13:00+00:00,129878,wallet,amazonpay,captured,,,0
pay_gen_0014738,cust_004724,merch_d2c_fashion,2026-01-23T19:00:00+00:00,80678,upi,ICICI,failed,timeout,bank,0
pay_gen_0014739,cust_000269,merch_saas_subscriptions,2026-01-23T03:28:00+00:00,230728,netbanking,HDFC,captured,,,0
pay_gen_0014740,cust_000634,merch_saas_subscriptions,2026-01-23T18:55:00+00:00,106293,netbanking,SBI,captured,,,0
pay_gen_0014741,cust_007686,merch_d2c_fashion,2026-01-23T04:40:00+00:00,3664337,card,ICICI,captured,,,0
pay_gen_0014742,cust_007432,merch_prime_retail,2026-01-23T03:03:00+00:00,3232871,upi,ICICI,captured,,,0
pay_gen_0014743,cust_004560,merch_prime_retail,2026-01-23T16:00:00+00:00,192971,netbanking,ICICI,captured,,,0
pay_gen_0014744,cust_004026,merch_d2c_fashion,2026-01-23T18:02:00+00:00,175624,upi,AXIS,captured,,,0
