opp_id,payment_id,created_ts,amount_minor,method,bank,error_reason,error_group,is_subscription,cust_prior_payments,cust_prior_successes,cust_prior_method_match,cust_prior_failed_instrument,minutes_since_failure,merchant_baseline_success,merchant_volume,hour,weekday,contact_stale,natural_recovered
opp_gen_0001992,pay_gen_0013089,2026-01-20T12:18:01.309325+00:00,35250,card,AXIS,network_error,temporary,0,3,1,0,0,3.0,0.84,21000,12,1,0,0
opp_gen_0001993,pay_gen_0013095,2026-01-20T15:47:57.104669+00:00,157234,upi,SBI,network_error,temporary,0,4,3,0,0,39.0,0.84,21000,15,1,0,0
opp_gen_0001994,pay_gen_0013102,2026-01-20T13:26:13.174904+00:00,3125285,upi,SBI,card_blocked,instrument,0,3,1,0,1,2.2,0.88,42000,13,1,0,1
opp_gen_0001995,pay_gen_0013107,2026-01-20T02:06:01.906394+00:00,1233488,card,HDFC,insufficient_funds,insufficient_funds,0,6,3,1,1,5.0,0.91,9000,2,1,0,0
opp_gen_0001996,pay_gen_0013112,2026-01-20T18:47:04.429332+00:00,70228,card,ICICI,gateway_error,temporary,0,1,0,0,0,44.1,0.84,21000,18,1,0,0
opp_gen_0001997,pay_gen_0013113,2026-01-20T09:23:14.350092+00:00,125471,card,KOTAK,processing_error,temporary,0,7,6,1,0,42.2,0.88,42000,9,1,0,0
opp_gen_0001998,pay_gen_0013119,2026-01-20T12:09:32.877064+00:00,89207,upi,HDFC,insufficient_funds,insufficient_funds,0,5,4,0,0,11.5,0.88,42000,12,1,0,1
opp_gen_0001999,pay_gen_0013145,2026-01-20T11:01:40.982666+00:00,1394391,card,SBI,network_error,temporary,0,1,0,0,0,16.7,0.84,21000,11,1,0,1
opp_gen_0002000,pay_gen_0013155,2026-01-20T14:14:55.325553+00:00,3561627,card,HDFC,gateway_error,temporary,0,4,3,1,0,34.9,0.91,9000,14,1,0,1
opp_gen_0002001,pay_gen_0013162,2026-01-20T09:35:46.881649+00:00,2345592,netbanking,ICICI,processing_error,temporary,0,3,2,0,0,2.8,0.88,42000,9,1,0,1
opp_gen_0002002,pay_gen_0013167,2026-01-20T06:12:26.688284+00:00,295272,card,SBI,card_expired,instrument,0,4,2,0,1,39.4,0.91,9000,6,1,0,1
opp_gen_0002003,pay_gen_0013181,2026-01-20T01:29:00.106974+00:00,165883,netbanking,HDFC,insufficient_funds,insufficient_funds,0,6,5,0,0,33.0,0.84,21000,1,1,0,0
opp_gen_0002004,pay_gen_0013189,2026-01-20T14:37:46.013036+00:00,509390,netbanking,AXIS,timeout,temporary,0,2,1,0,0,40.8,0.88,42000,14,1,0,1
opp_gen_0002005,pay_gen_0013222,2026-01-20T00:07:47.414899+00:00,35746,upi,SBI,authentication_required,auth,0,2,1,0,0,4.8,0.84,21000,0,1,0,0
opp_gen_0002006,pay_gen_0013235,2026-01-20T13:54:56.527452+00:00,2506959,card,HDFC,gateway_error,temporary,0,2,0,0,0,39.9,0.84,21000,13,1,0,0
opp_gen_0002007,pay_gen_0013256,2026-01-20T08:36:49.661166+00:00,843929,card,ICICI,processing_error,temporary,0,2,1,0,0,32.8,0.88,42000,8,1,0,0
opp_gen_0002008,pay_gen_0013260,2026-01-20T02:59:06.446273+00:00,188960,upi,ICICI,processing_error,temporary,0,4,3,0,0,16.1,0.88,42000,2,1,0,1
opp_gen_0002009,pay_gen_0013277,2026-01-20T17:41:35.224880+00:00,279256,upi,SBI,user_authentication_failed,auth,0,1,0,0,0,17.6,0.88,42000,17,1,1,0
opp_gen_0002010,pay_gen_0013287,2026-01-20T10:45:15.607812+00:00,61283,upi,AXIS,timeout,temporary,0,3,2,0,0,20.3,0.88,42000,10,1,1,0
opp_gen_0002011,pay_gen_0013295,2026-01-20T20:29:35.699514+00:00,453452,netbanking,AXIS,timeout,temporary,0,5,4,0,0,2.6,0.88,42000,20,1,0,1
opp_gen_0002012,pay_gen_0013309,2026-01-20T02:13:46.277962+00:00,291424,card,AXIS,timeout,temporary,0,6,5,1,0,40.8,0.88,42000,2,1,0,1
opp_gen_0002013,pay_gen_0013314,2026-01-20T04:49:55.341458+00:00,55900,upi,AXIS,invalid_vpa,instrument,0,4,3,0,0,36.9,0.84,21000,4,1,0,0
opp_gen_0002014,pay_gen_0013328,2026-01-20T04:37:56.234636+00:00,112785,upi,AXIS,insufficient_funds,insufficient_funds,0,3,2,0,0,37.9,0.91,9000,4,1,0,0
opp_gen_0002015,pay_gen_0013330,2026-01-20T06:41:04.318787+00:00,928665,card,KOTAK,network_error,temporary,0,1,0,0,0,36.1,0.88,42000,6,1,0,1
opp_gen_0002016,pay_gen_0013331,2026-01-20T13:43:57.357758+00:00,251129,wallet,freecharge,insufficient_funds,insufficient_funds,0,5,4,0,0,33.0,0.88,42000,13,1,0,1
opp_gen_0002017,pay_gen_0013347,2026-01-21T14:54:40.363145+00:00,50464,wallet,freecharge,gateway_error,temporary,1,3,2,0,0,37.7,0.88,42000,14,2,0,0
opp_gen_0002018,pay_gen_0013360,2026-01-21T20:23:40.430014+00:00,143176,netbanking,AXIS,insufficient_funds,insufficient_funds,0,3,2,0,0,29.7,0.88,42000,20,2,0,0
opp_gen_0002019,pay_gen_0013381,2026-01-21T06:53:10.346114+00:00,57367,upi,ICICI,insufficient_funds,insufficient_funds,0,8,6,0,1,8.2,0.91,9000,6,2,0,0
opp_gen_0002020,pay_gen_0013382,2026-01-21T10:03:17.752896+00:00,235554,upi,HDFC,gateway_error,temporary,0,3,2,0,0,34.3,0.88,42000,10,2,0,1
opp_gen_0002021,pay_gen_0013388,2026-01-21T03:24:03.273801+00:00,43873,card,KOTAK,authentication_required,auth,0,4,2,0,1,9.1,0.88,42000,3,2,0,1
opp_gen_0002022,pay_gen_0013407,2026-01-21T20:16:53.049654+00:00,2508007,upi,AXIS,network_error,temporary,0,1,0,0,0,17.9,0.84,21000,20,2,0,1
opp_gen_0002023,pay_gen_0013410,2026-01-21T17:41:28.410207+00:00,289455,upi,ICICI,insufficient_funds,insufficient_funds,0,5,4,0,0,10.5,0.84,21000,17,2,0,0
opp_gen_0002024,pay_gen_0013413,2026-01-21T06:34:53.425984+00:00,3911675,netbanking,SBI,authentication_required,auth,0,2,1,0,0,40.9,0.88,42000,6,2,0,0
opp_gen_0002025,pay_gen_0013420,2026-01-21T04:47:10.624767+00:00,967485,upi,AXIS,timeout,temporary,0,7,5,0,0,39.2,0.88,42000,4,2,0,0
opp_gen_0002026,pay_gen_0013436,2026-01-21T11:29:57.719940+00:00,399060,upi,KOTAK,invalid_vpa,instrument,0,7,5,0,0,29.0,0.88,42000,11,2,0,0
opp_gen_0002027,pay_gen_0013445,2026-01-21T13:25:44.873872+00:00,768907,upi,ICICI,insufficient_funds,insufficient_funds,0,3,2,0,0,22.7,0.88,42000,13,2,0,1
opp_gen_0002028,pay_gen_0013450,2026-01-21T20:25:03.535748+00:00,146244,upi,ICICI,user_authentication_failed,auth,0,2,1,0,0,41.1,0.91,9000,20,2,1,0
opp_gen_0002029,pay_gen_0013457,2026-01-21T02:46:13.648305+00:00,488447,netbanking,HDFC,timeout,temporary,0,1,0,0,0,14.2,0.88,42000,2,2,0,0
opp_gen_0002030,pay_gen_0013468,2026-01-21T15:37:43.925181+00:00,82964,wallet,amazonpay,processing_error,temporary,0,3,2,0,0,42.7,0.84,21000,15,2,0,0
opp_gen_0002031,pay_gen_0013472,2026-01-21T19:02:16.348496+00:00,1044989,card,AXIS,timeout,temporary,0,1,0,0,0,28.3,0.88,42000,19,2,0,1
opp_gen_0002032,pay_gen_0013476,2026-01-21T12:22:16.452746+00:00,831975,card,ICICI,card_expired,instrument,0,1,0,0,0,19.3,0.84,21000,12,2,0,0
opp_gen_0002033,pay_gen_0013507,2026-01-21T14:35:14.639029+00:00,1070881,card,ICICI,user_authentication_failed,auth,0,3,2,0,0,6.2,0.84,21000,14,2,0,1
opp_gen_0002034,pay_gen_0013512,2026-01-22T00:11:22.704569+00:00,95985,upi,KOTAK,timeout,temporary,0,1,0,0,0,12.4,0.88,42000,0,3,0,1
opp_gen_0002035,pay_gen_0013515,2026-01-21T05:07:22.645497+00:00,1772059,netbanking,AXIS,user_authentication_failed,auth,0,3,2,0,0,40.4,0.91,9000,5,2,0,0
opp_gen_0002036,pay_gen_0013516,2026-01-21T01:11:11.768592+00:00,117762,card,SBI,network_error,temporary,0,5,3,1,0,39.2,0.91,9000,1,2,0,1
opp_gen_0002037,pay_gen_0013521,2026-01-21T13:45:53.585380+00:00,108108,card,HDFC,processing_error,temporary,0,3,2,0,0,12.9,0.91,9000,13,2,1,0
opp_gen_0002038,pay_gen_0013522,2026-01-21T14:57:58.437051+00:00,127180,card,ICICI,processing_error,temporary,0,5,4,1,0,35.0,0.91,9000,14,2,0,1
opp_gen_0002039,pay_gen_0013528,2026-01-21T17:11:21.310578+00:00,64010,upi,AXIS,invalid_vpa,instrument,0,1,0,0,0,11.4,0.91,9000,17,2,1,0
opp_gen_0002040,pay_gen_0013537,2026-01-21T12:33:23.635075+00:00,118262,upi,KOTAK,authentication_required,auth,0,1,0,0,0,8.4,0.88,42000,12,2,0,0
opp_gen_0002041,pay_gen_0013571,2026-01-21T06:03:06.531213+00:00,1089007,card,HDFC,authentication_required,auth,1,1,0,0,0,2.1,0.88,42000,6,2,0,0
opp_gen_0002042,pay_gen_0013582,2026-01-21T06:15:50.827460+00:00,1502540,upi,KOTAK,timeout,temporary,0,3,2,0,0,18.8,0.84,21000,6,2,0,0
opp_gen_0002043,pay_gen_0013583,2026-01-21T13:27:38.804529+00:00,43002,card,SBI,timeout,temporary,0,2,1,0,0,43.6,0.84,21000,13,2,1,0
opp_gen_0002044,pay_gen_0013586,2026-01-21T17:44:20.195171+00:00,143154,wallet,amazonpay,user_authentication_failed,auth,0,2,1,0,0,13.3,0.88,42000,17,2,0,1
opp_gen_0002045,pay_gen_0013609,2026-01-21T04:48:25.773511+00:00,1178478,card,HDFC,processing_error,temporary,0,3,2,0,0,4.4,0.84,21000,4,2,0,1
opp_gen_0002046,pay_gen_0013611,2026-01-21T03:42:08.068814+00:00,110341,card,AXIS,card_expired,instrument,0,2,1,0,0,7.1,0.91,9000,3,2,0,0
opp_gen_0002047,pay_gen_0013627,2026-01-21T04:01:32.879062+00:00,62708,upi,HDFC,user_authentication_failed,auth,0,4,3,0,0,6.5,0.88,42000,4,2,0,0
opp_gen_0002048,pay_gen_0013631,2026-01-21T16:32:20.257727+00:00,52241,upi,HDFC,authentication_required,auth,0,5,3,0,1,35.3,0.88,42000,16,2,0,0
opp_gen_0002049,pay_gen_0013639,2026-01-21T15:18:06.378323+00:00,372338,card,SBI,insufficient_funds,insufficient_funds,0,3,2,0,0,28.1,0.88,42000,15,2,0,0
opp_gen_0002050,pay_gen_0013644,2026-01-21T22:03:05.220405+00:00,392522,upi,AXIS,invalid_vpa,instrument,0,4,2,0,1,13.1,0.84,21000,22,2,0,0
opp_gen_0002051,pay_gen_0013651,2026-01-21T11:08:55.034555+00:00,599719,card,SBI,authentication_required,auth,0,1,0,0,0,23.9,0.84,21000,11,2,0,1
opp_gen_0002052,pay_gen_0013660,2026-01-21T16:34:37.770502+00:00,276572,upi,KOTAK,gateway_error,temporary,0,4,2,0,0,22.6,0.84,21000,16,2,1,0
opp_gen_0002053,pay_gen_0013669,2026-01-21T11:03:48.043608+00:00,2966485,netbanking,HDFC,card_insufficient_funds,insufficient_funds,0,3,2,0,0,36.8,0.88,42000,11,2,0,0
opp_gen_0002054,pay_gen_0013672,2026-01-21T21:25:39.920683+00:00,63035,card,KOTAK,invalid_card,instrument,0,1,0,0,0,14.7,0.84,21000,21,2,0,1
opp_gen_0002055,pay_gen_0013676,2026-01-21T02:54:54.573014+00:00,56925,card,SBI,card_insufficient_funds,insufficient_funds,0,2,1,0,0,6.9,0.88,42000,2,2,0,0
opp_gen_0002056,pay_gen_0013677,2026-01-21T21:43:02.672597+00:00,723446,card,ICICI,card_insufficient_funds,insufficient_funds,0,7,5,1,0,31.0,0.84,21000,21,2,0,1
opp_gen_0002057,pay_gen_0013679,2026-01-21T18:47:04.077530+00:00,244683,netbanking,HDFC,insufficient_funds,insufficient_funds,0,3,1,0,0,24.1,0.88,42000,18,2,1,0
opp_gen_0002058,pay_gen_0013686,2026-01-21T04:43:57.106888+00:00,3152553,card,KOTAK,processing_error,temporary,0,6,4,1,0,10.0,0.88,42000,4,2,0,1
opp_gen_0002059,pay_gen_0013689,2026-01-21T06:25:48.797546+00:00,942535,upi,HDFC,insufficient_funds,insufficient_funds,0,2,1,0,0,36.8,0.84,21000,6,2,0,0
opp_gen_0002060,pay_gen_0013698,2026-01-21T16:07:09.533694+00:00,117905,card,KOTAK,card_insufficient_funds,insufficient_funds,0,4,2,0,0,9.2,0.91,9000,16,2,0,0
opp_gen_0002061,pay_gen_0013700,2026-01-21T11:12:30.980120+00:00,563423,card,AXIS,timeout,temporary,0,5,2,0,1,16.5,0.84,21000,11,2,0,1
opp_gen_0002062,pay_gen_0013702,2026-01-21T18:12:30.898424+00:00,67745,upi,HDFC,timeout,temporary,1,4,3,0,0,9.5,0.88,42000,18,2,0,1
opp_gen_0002063,pay_gen_0013713,2026-01-21T23:19:00.691875+00:00,844994,upi,AXIS,gateway_error,temporary,0,3,2,0,0,25.0,0.88,42000,23,2,0,1
opp_gen_0002064,pay_gen_0013728,2026-01-21T06:07:23.630610+00:00,93909,card,AXIS,timeout,temporary,0,6,4,1,0,6.4,0.84,21000,6,2,0,0
opp_gen_0002065,pay_gen_0013734,2026-01-21T20:12:16.099608+00:00,46746,netbanking,HDFC,gateway_error,temporary,0,4,1,0,1,15.3,0.91,9000,20,2,0,1
opp_gen_0002066,pay_gen_0013736,2026-01-21T07:17:17.427777+00:00,148967,upi,SBI,timeout,temporary,0,3,2,0,0,13.3,0.88,42000,7,2,0,0
opp_gen_0002067,pay_gen_0013738,2026-01-21T06:01:26.206010+00:00,132356,netbanking,HDFC,network_error,temporary,0,2,1,0,0,33.4,0.91,9000,6,2,0,0
opp_gen_0002068,pay_gen_0013740,2026-01-21T09:46:49.473106+00:00,168053,card,HDFC,timeout,temporary,0,3,2,0,0,44.8,0.88,42000,9,2,0,1
opp_gen_0002069,pay_gen_0013742,2026-01-21T15:02:06.319857+00:00,237679,card,AXIS,timeout,temporary,0,1,0,0,0,26.1,0.88,42000,15,2,0,1
opp_gen_0002070,pay_gen_0013746,2026-01-21T01:38:03.215974+00:00,221682,upi,ICICI,timeout,temporary,0,4,3,0,0,10.1,0.88,42000,1,2,0,0
opp_gen_0002071,pay_gen_0013747,2026-01-21T15:12:11.333924+00:00,172989,upi,KOTAK,gateway_error,temporary,0,3,2,0,0,40.2,0.91,9000,15,2,0,1
opp_gen_0002072,pay_gen_0013751,2026-01-21T15:14:22.672115+00:00,1192328,card,AXIS,gateway_error,temporary,0,3,1,0,1,24.4,0.84,21000,15,2,0,0
opp_gen_0002073,pay_gen_0013753,2026-01-21T00:10:49.787219+00:00,298057,upi,HDFC,timeout,temporary,0,4,3,0,0,5.8,0.88,42000,0,2,0,1
opp_gen_0002074,pay_gen_0013757,2026-01-21T16:45:09.709197+00:00,828173,card,SBI,invalid_card,instrument,0,4,2,0,1,10.2,0.88,42000,16,2,0,0
opp_gen_0002075,pay_gen_0013761,2026-01-21T09:09:12.528568+00:00,675562,card,HDFC,authentication_required,auth,0,4,3,1,0,22.2,0.88,42000,9,2,0,1
opp_gen_0002076,pay_gen_0013764,2026-01-21T05:11:37.437577+00:00,87359,upi,SBI,processing_error,temporary,0,2,1,0,0,22.6,0.84,21000,5,2,0,0
opp_gen_0002077,pay_gen_0013766,2026-01-21T17:53:00.219523+00:00,453690,upi,AXIS,timeout,temporary,0,3,1,0,1,4.0,0.84,21000,17,2,0,1
opp_gen_0002078,pay_gen_0013779,2026-01-21T12:22:24.190703+00:00,281082,upi,SBI,invalid_card,instrument,0,3,1,0,0,10.4,0.84,21000,12,2,1,0
opp_gen_0002079,pay_gen_0013784,2026-01-21T02:16:05.784822+00:00,52244,card,SBI,user_authentication_failed,auth,0,5,3,1,1,32.1,0.84,21000,2,2,0,0
opp_gen_0002080,pay_gen_0013786,2026-01-21T09:09:50.039221+00:00,77239,netbanking,SBI,timeout,temporary,0,4,3,0,0,14.8,0.88,42000,9,2,0,0
opp_gen_0002081,pay_gen_0013807,2026-01-21T15:33:59.804275+00:00,1643119,netbanking,SBI,card_blocked,instrument,0,3,2,0,0,13.0,0.88,42000,15,2,0,1
opp_gen_0002082,pay_gen_0013810,2026-01-21T09:09:14.682139+00:00,239424,card,AXIS,gateway_error,temporary,0,1,0,0,0,44.2,0.84,21000,9,2,1,0
opp_gen_0002083,pay_gen_0013815,2026-01-21T17:20:03.201694+00:00,723863,upi,AXIS,card_insufficient_funds,insufficient_funds,0,5,3,0,1,39.1,0.84,21000,17,2,0,1
opp_gen_0002084,pay_gen_0013817,2026-01-21T10:32:56.689916+00:00,208560,upi,AXIS,timeout,temporary,0,2,1,0,0,42.9,0.88,42000,10,2,0,1
opp_gen_0002085,pay_gen_0013818,2026-01-21T12:28:03.679502+00:00,104581,upi,KOTAK,invalid_card,instrument,0,3,1,0,0,17.1,0.88,42000,12,2,0,0
opp_gen_0002086,pay_gen_0013823,2026-01-21T15:56:37.869764+00:00,1163716,card,SBI,card_expired,instrument,0,4,3,1,0,4.6,0.88,42000,15,2,0,0
opp_gen_0002087,pay_gen_0013827,2026-01-21T06:21:01.369280+00:00,62052,netbanking,HDFC,user_authentication_failed,auth,0,2,0,0,1,37.0,0.88,42000,6,2,0,0
opp_gen_0002088,pay_gen_0013828,2026-01-21T14:52:48.033550+00:00,174941,upi,AXIS,insufficient_funds,insufficient_funds,0,7,6,0,0,28.8,0.88,42000,14,2,0,0
opp_gen_0002089,pay_gen_0013843,2026-01-21T09:33:34.159656+00:00,867517,upi,HDFC,insufficient_funds,insufficient_funds,0,4,2,0,0,19.6,0.88,42000,9,2,0,0
opp_gen_0002090,pay_gen_0013846,2026-01-21T23:11:30.585093+00:00,2332732,upi,SBI,invalid_card,instrument,0,2,1,0,0,38.5,0.88,42000,23,2,0,0
opp_gen_0002091,pay_gen_0013854,2026-01-21T14:26:15.206843+00:00,2424675,card,HDFC,timeout,temporary,0,8,6,1,1,8.3,0.84,21000,14,2,0,0
opp_gen_0002092,pay_gen_0013862,2026-01-21T04:05:58.492019+00:00,1348154,upi,AXIS,card_insufficient_funds,insufficient_funds,0,2,0,0,1,36.0,0.88,42000,4,2,0,0
opp_gen_0002093,pay_gen_0013865,2026-01-21T09:11:37.527807+00:00,139722,upi,KOTAK,insufficient_funds,insufficient_funds,0,5,4,0,0,12.6,0.88,42000,9,2,0,1
opp_gen_0002094,pay_gen_0013870,2026-01-21T17:22:02.059128+00:00,110767,card,ICICI,network_error,temporary,0,5,3,1,0,27.0,0.88,42000,17,2,0,1
opp_gen_0002095,pay_gen_0013880,2026-01-21T21:40:12.584731+00:00,141141,card,KOTAK,authentication_required,auth,0,3,2,0,0,16.2,0.88,42000,21,2,0,1
opp_gen_0002096,pay_gen_0013882,2026-01-21T12:45:23.754061+00:00,925864,card,ICICI,insufficient_funds,insufficient_funds,0,6,5,1,0,17.4,0.91,9000,12,2,1,0
opp_gen_0002097,pay_gen_0013899,2026-01-21T12:18:10.942394+00:00,97309,upi,SBI,card_insufficient_funds,insufficient_funds,0,2,1,0,0,21.2,0.84,21000,12,2,0,1
opp_gen_0002098,pay_gen_0013916,2026-01-21T05:42:08.773910+00:00,4335661,upi,KOTAK,insufficient_funds,insufficient_funds,1,3,2,0,0,29.1,0.84,21000,5,2,0,0
opp_gen_0002099,pay_gen_0013923,2026-01-21T15:17:33.640080+00:00,284319,card,SBI,gateway_error,temporary,0,4,2,0,1,13.6,0.88,42000,15,2,0,1
opp_gen_0002100,pay_gen_0013927,2026-01-21T01:27:38.117498+00:00,128900,card,HDFC,timeout,temporary,0,4,3,1,0,38.6,0.88,42000,1,2,0,1
opp_gen_0002101,pay_gen_0013929,2026-01-21T08:09:41.237007+00:00,627110,upi,ICICI,user_authentication_failed,auth,0,5,3,0,1,36.7,0.88,42000,8,2,0,1
opp_gen_0002102,pay_gen_0013932,2026-01-21T09:30:49.352789+00:00,301744,upi,SBI,timeout,temporary,0,3,2,0,0,35.8,0.88,42000,9,2,0,1
opp_gen_0002103,pay_gen_0013935,2026-01-21T22:03:38.710812+00:00,179334,upi,KOTAK,card_insufficient_funds,insufficient_funds,0,6,3,0,1,38.6,0.88,42000,22,2,0,0
opp_gen_0002104,pay_gen_0013943,2026-01-21T21:44:44.595679+00:00,40569,netbanking,ICICI,insufficient_funds,insufficient_funds,0,8,6,0,0,29.7,0.88,42000,21,2,0,0
opp_gen_0002105,pay_gen_0013944,2026-01-21T10:20:56.818031+00:00,429361,upi,KOTAK,authentication_required,auth,0,8,6,0,1,35.9,0.91,9000,10,2,0,1
opp_gen_0002106,pay_gen_0013947,2026-01-21T18:20:49.983473+00:00,187857,netbanking,HDFC,gateway_error,temporary,0,2,1,0,0,44.8,0.91,9000,18,2,0,0
opp_gen_0002107,pay_gen_0013953,2026-01-21T16:53:13.452035+00:00,1914492,upi,ICICI,card_blocked,instrument,0,3,2,0,0,12.2,0.84,21000,16,2,0,0
opp_gen_0002108,pay_gen_0013954,2026-01-21T23:28:26.950922+00:00,38643,upi,ICICI,timeout,temporary,0,2,1,0,0,2.4,0.84,21000,23,2,0,1
opp_gen_0002109,pay_gen_0013957,2026-01-21T01:13:12.053112+00:00,1333271,card,SBI,authentication_required,auth,0,4,3,1,0,12.2,0.88,42000,1,2,0,0
opp_gen_0002110,pay_gen_0013961,2026-01-21T05:21:54.135495+00:00,161266,card,ICICI,card_expired,instrument,0,3,2,0,0,25.9,0.91,9000,5,2,0,0
opp_gen_0002111,pay_gen_0013967,2026-01-21T19:26:52.926313+00:00,247780,upi,ICICI,network_error,temporary,0,1,0,0,0,5.9,0.88,42000,19,2,0,1
opp_gen_0002112,pay_gen_0013973,2026-01-21T14:12:58.638855+00:00,253377,netbanking,AXIS,insufficient_funds,insufficient_funds,0,5,3,0,1,44.0,0.88,42000,14,2,0,1
opp_gen_0002113,pay_gen_0013979,2026-01-21T11:27:52.240007+00:00,141254,card,KOTAK,authentication_required,auth,0,1,0,0,0,12.9,0.88,42000,11,2,0,0
opp_gen_0002114,pay_gen_0013982,2026-01-21T02:03:30.205789+00:00,35223,card,SBI,card_blocked,instrument,0,3,1,0,0,10.5,0.88,42000,2,2,0,0
opp_gen_0002115,pay_gen_0013984,2026-01-21T05:18:53.282242+00:00,49701,card,HDFC,insufficient_funds,insufficient_funds,0,7,5,1,0,37.9,0.88,42000,5,2,0,0
opp_gen_0002116,pay_gen_0014008,2026-01-22T10:23:01.186581+00:00,115998,upi,HDFC,card_insufficient_funds,insufficient_funds,1,10,8,0,1,40.0,0.88,42000,10,3,0,0
opp_gen_0002117,pay_gen_0014020,2026-01-22T20:10:39.261026+00:00,207994,card,AXIS,card_insufficient_funds,insufficient_funds,0,4,2,0,1,41.7,0.88,42000,20,3,0,1
opp_gen_0002118,pay_gen_0014034,2026-01-22T12:47:35.920990+00:00,73375,netbanking,ICICI,timeout,temporary,0,3,2,0,0,13.6,0.91,9000,12,3,0,1
opp_gen_0002119,pay_gen_0014043,2026-01-22T11:29:54.470097+00:00,98607,netbanking,HDFC,invalid_vpa,instrument,0,4,3,0,0,3.9,0.91,9000,11,3,0,0
opp_gen_0002120,pay_gen_0014049,2026-01-22T16:39:11.547710+00:00,251940,upi,KOTAK,network_error,temporary,0,8,6,0,1,4.2,0.91,9000,16,3,0,1
opp_gen_0002121,pay_gen_0014053,2026-01-22T01:49:44.900920+00:00,275622,card,HDFC,insufficient_funds,insufficient_funds,0,3,2,0,0,36.7,0.84,21000,1,3,0,1
opp_gen_0002122,pay_gen_0014058,2026-01-22T12:21:41.016928+00:00,73159,upi,KOTAK,gateway_error,temporary,0,2,0,0,1,44.7,0.88,42000,12,3,0,0
opp_gen_0002123,pay_gen_0014060,2026-01-22T01:14:48.003228+00:00,35021,netbanking,HDFC,processing_error,temporary,0,2,1,0,0,9.8,0.91,9000,1,3,0,0
opp_gen_0002124,pay_gen_0014069,2026-01-22T06:50:23.535366+00:00,226739,card,AXIS,insufficient_funds,insufficient_funds,0,3,2,0,0,27.4,0.84,21000,6,3,0,1
opp_gen_0002125,pay_gen_0014083,2026-01-22T13:42:27.920268+00:00,65457,upi,KOTAK,card_expired,instrument,0,1,0,0,0,19.5,0.88,42000,13,3,1,0
opp_gen_0002126,pay_gen_0014091,2026-01-22T22:23:58.032540+00:00,134085,upi,SBI,insufficient_funds,insufficient_funds,0,6,5,0,0,6.0,0.84,21000,22,3,0,1
opp_gen_0002127,pay_gen_0014108,2026-01-22T23:48:23.081879+00:00,73398,netbanking,AXIS,gateway_error,temporary,0,1,0,0,0,37.4,0.88,42000,23,3,0,0
opp_gen_0002128,pay_gen_0014112,2026-01-22T04:04:10.828445+00:00,50428,card,AXIS,card_insufficient_funds,insufficient_funds,0,2,1,0,0,33.2,0.88,42000,4,3,0,1
opp_gen_0002129,pay_gen_0014117,2026-01-22T05:56:07.590583+00:00,98317,upi,HDFC,processing_error,temporary,0,5,4,0,0,6.1,0.88,42000,5,3,0,1
opp_gen_0002130,pay_gen_0014128,2026-01-22T22:17:15.703844+00:00,133698,netbanking,SBI,card_expired,instrument,0,1,0,0,0,30.3,0.84,21000,22,3,0,0
opp_gen_0002131,pay_gen_0014130,2026-01-22T19:35:13.846983+00:00,214221,upi,HDFC,processing_error,temporary,0,5,4,0,0,12.2,0.88,42000,19,3,0,1
opp_gen_0002132,pay_gen_0014132,2026-01-22T10:29:56.292520+00:00,191979,card,HDFC,processing_error,temporary,0,1,0,0,0,37.9,0.91,9000,10,3,0,1
opp_gen_0002133,pay_gen_0014134,2026-01-22T07:40:31.691453+00:00,123485,card,AXIS,network_error,temporary,0,4,3,1,0,43.5,0.91,9000,7,3,0,0
opp_gen_0002134,pay_gen_0014138,2026-01-22T16:54:59.833486+00:00,179059,card,AXIS,user_authentication_failed,auth,1,5,2,0,1,34.0,0.88,42000,16,3,0,1
opp_gen_0002135,pay_gen_0014145,2026-01-22T04:06:43.209142+00:00,54231,netbanking,HDFC,authentication_required,auth,0,2,1,0,0,42.7,0.88,42000,4,3,1,1
opp_gen_0002136,pay_gen_0014169,2026-01-22T00:46:32.436877+00:00,137827,upi,ICICI,card_insufficient_funds,insufficient_funds,0,3,1,0,0,3.5,0.84,21000,0,3,0,1
opp_gen_0002137,pay_gen_0014178,2026-01-22T23:12:40.039514+00:00,166335,netbanking,AXIS,processing_error,temporary,1,3,2,0,0,39.7,0.88,42000,23,3,0,1
opp_gen_0002138,pay_gen_0014185,2026-01-22T19:17:22.761520+00:00,105714,card,AXIS,timeout,temporary,0,4,3,1,0,29.4,0.88,42000,19,3,0,1
opp_gen_0002139,pay_gen_0014196,2026-01-22T10:50:31.664405+00:00,1998602,card,ICICI,insufficient_funds,insufficient_funds,0,4,3,1,0,42.5,0.84,21000,10,3,0,0
opp_gen_0002140,pay_gen_0014198,2026-01-22T17:19:02.533114+00:00,41908,upi,ICICI,insufficient_funds,insufficient_funds,0,8,6,0,0,7.0,0.88,42000,17,3,0,0
opp_gen_0002141,pay_gen_0014199,2026-01-22T09:29:00.044696+00:00,108336,upi,ICICI,network_error,temporary,0,1,0,0,0,17.0,0.84,21000,9,3,0,1
opp_gen_0002142,pay_gen_0014201,2026-01-22T15:56:58.468733+00:00,263342,upi,SBI,gateway_error,temporary,0,8,5,0,1,34.0,0.91,9000,15,3,0,1
opp_gen_0002143,pay_gen_0014212,2026-01-22T05:22:57.078063+00:00,3214356,upi,HDFC,authentication_required,auth,1,7,6,0,0,40.0,0.91,9000,5,3,0,1
